Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Log_Price,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
E-Class E250 CDI BlueEfficiency,2011,84999.99999999996,Mohali,4868.0,1854.0,1471.0,90.0,13.652991628466498,2143.0000000000005,202.99999999999997,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alto VXi AMT [2014-2018],2015,20099.999999999996,Pune,3545.0,1491.0,1475.0,35.0,12.80765263256463,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 S MT,2009,72256.00000000004,Navi Mumbai,4420.0,1695.0,1480.0,42.0,12.429216196844383,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2 Series Gran Coupe 220d M Sport [2020-2021],2020,12136.0,Hyderabad,4526.0,1800.0,1420.0,50.0,15.226497531674536,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Discovery Sport HSE Petrol 7-Seater,2019,24443.999999999993,Bangalore,4600.0,2035.0,1724.0,65.0,15.444751097694555,1998.9999999999993,236.0000000000001,5500.0,340.0,1750.0,15.278102064185989,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
i20 Active 1.2 SX,2015,44999.999999999985,Thane,3995.0,1760.0,1555.0,45.0,13.296316684527767,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Venue SX (O) 1.0 Turbo iMT,2021,7500.0000000000055,Hyderabad,3995.0,1770.0,1605.0,45.0,13.864300722133706,998.0000000000002,118.00000000000004,6000.0,172.0,1500.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX AT,2015,58199.999999999956,Mumbai,4370.0,1700.0,1475.0,43.0,13.37700559577791,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 S AT i-VTEC,2014,67000.0,Delhi,3990.0,1680.0,1505.0,35.0,12.873902018105829,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 Sport,2019,23999.99999999999,Delhi,4424.0,1804.0,1494.0,50.0,14.946912669455374,1990.999999999999,181.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
X3 xDrive 20d Luxury Line [2018-2020],2018,86999.99999999994,Raipur,4657.0,1881.0,1678.0,67.0,15.150511624696614,1995.0000000000007,190.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis 1.8 G,2011,109000.0,Mumbai,4540.0,1760.0,1480.0,55.0,12.736700896592344,1794.0,131.99999999999997,6000.0,170.0,4200.0,14.103649799670542,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire VXI,2014,52000.000000000044,Delhi,3995.0,1695.0,1555.0,42.0,13.017002861746503,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
X5 3.0d,2009,114999.99999999991,Coimbatore,4854.0,1933.0,1776.0,85.0,14.151982794585487,2993.0000000000027,217.99999999999997,4000.0,480.0,1750.0,14.970197610360676,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire VDI,2015,64999.999999999956,Delhi,3995.0,1695.0,1555.0,42.0,12.89921982609012,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fortuner 2.8 4x2 AT [2016-2020],2018,7799.999999999997,Mumbai,4795.0,1855.0,1835.0,80.0,15.096444403426338,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Corolla Altis VL AT Petrol,2018,25914.0,Pune,4620.0,1775.0,1475.0,55.0,14.316285845876763,1797.9999999999995,138.00000000000006,6400.0,173.0,4000.0,14.103649799670542,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Swift DZire VDI,2014,75000.00000000004,Ludhiana,3995.0,1695.0,1555.0,42.0,13.017002861746503,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fortuner 3.0 4x2 AT,2014,143000.0000000001,Faridabad,4705.0,1840.0,1850.0,80.0,14.151982794585487,2982.000000000002,169.0,3600.0,360.0,1400.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
GLA 200 CDI Sport,2017,25000.000000000004,Mumbai,4417.0,1804.0,1494.0,50.0,14.71159858252091,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire VDI,2017,35000.00000000001,Patna,3995.0,1695.0,1555.0,42.0,13.262125319779487,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 Sport,2015,43200.0,Pune,4424.0,1804.0,1494.0,50.0,14.626440774180603,1990.999999999999,181.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Ritz Vdi BS-IV,2013,85784.99999999994,Ambala Cantt,3775.0,1680.0,1620.0,43.0,12.524526376648708,1248.0000000000005,72.99999999999999,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Innova 2.5 ZX 7 STR BS-IV,2014,158689.99999999985,Ahmedabad,4585.0,1760.0,1760.0,55.0,13.815510557964274,2494.0000000000005,100.00000000000004,3600.0,200.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
SX4 VXi,2012,118000.00000000009,Pune,4490.0,1735.0,1560.0,50.0,12.691580461311874,1585.9999999999995,101.99999999999996,5500.0,145.0,4200.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2014,64999.999999999956,Ahmedabad,3995.0,1695.0,1555.0,42.0,13.049792684569493,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scorpio SLE BS-IV,2013,116999.99999999991,Kanpur,4430.0,1817.0,1975.0,60.0,12.983099011217604,2179.000000000001,119.99999999999997,4000.0,290.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
E-Class 200,2022,7404.661098281211,Bangalore,4370.0,1775.0,1550.0,50.0,15.768538174788452,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C-Class C 220 CDI Avantgarde,2017,70000.00000000001,Pune,4686.0,1810.0,1442.0,66.0,14.790070197962406,2143.0000000000005,167.99999999999997,3000.0,400.0,1400.0,14.979287245081439,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Seltos HTK 1.5 Diesel [2020-2021],2020,26999.999999999978,Jaipur,4315.0,1800.0,1645.0,50.0,14.077874822431765,1493.0,113.00000000000003,4000.0,250.0,1500.0,14.082939331174831,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
City SV,2019,33999.99999999999,Delhi,4440.0,1695.0,1495.0,40.0,13.641157170819497,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S90 D4 Inscription,2020,7404.661098281211,Mumbai,4963.0,1879.0,1443.0,55.0,15.60727002719233,1969.0,187.00000000000003,4250.0,400.0,1750.0,14.426292544644863,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XL6 Zeta MT Petrol,2021,7404.661098281211,Udupi,4445.0,1775.0,1700.0,45.0,14.034646087880946,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Duster 110 PS RXL 4X2 AMT [2016-2017],2017,67000.0,Mumbai,4315.0,1822.0,1695.0,50.0,13.560618308335483,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.085894547754995,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DZire VXi,2019,73999.99999999997,Pune,3995.0,1735.0,1515.0,37.0,13.437174117244362,1196.9999999999995,88.99999999999999,6000.0,113.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cayenne 3.2 V6 Petrol,2014,43000.00000000002,Mumbai,4370.0,1775.0,1550.0,50.0,15.096444403426338,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,15.073386981633433,13.81,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bolero SLE BS III,2017,61999.99999999997,Lucknow,4107.0,1745.0,1880.0,50.0,13.38472764187182,2522.999999999999,62.99999999999999,3200.0,195.0,1400.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Thar LX 4-STR Hard Top Petrol MT,2021,8000.0000000000055,Agra,3985.0,1820.0,1844.0,57.0,14.22097566607244,1997.0,149.99999999999997,5000.0,300.0,1250.0,13.7548285741869,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
A4 2.0 TDI Technology,2013,29999.99999999999,Delhi,4370.0,1775.0,1550.0,50.0,13.955272500339433,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.645617786857711,13.81,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
City 1.5 V MT,2012,111000.00000000004,Ernakulam,4440.0,1695.0,1485.0,42.0,13.005829561148378,1497.0000000000007,115.99999999999999,6600.0,146.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W8,2013,83555.00000000001,Hyderabad,4585.0,1890.0,1785.0,70.0,13.514405465180353,2179.000000000001,139.99999999999994,3750.0,330.0,2800.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kwid RXT [2015-2019],2016,63999.99999999997,Mohali,3679.0,1579.0,1478.0,28.0,12.676076274775909,925.1908124790585,53.00000000000001,5678.0,72.0,4386.0,13.085894547754995,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 2.8 4x2 AT [2016-2020],2019,71500.00000000001,Delhi,4795.0,1855.0,1835.0,80.0,14.84905084988867,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
XUV500 W9 [2018-2020],2018,58590.00000000005,Kolkata,4585.0,1890.0,1785.0,70.0,13.924364962876357,2179.000000000001,152.99999999999997,3750.0,360.0,1750.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3-Series 320d Luxury Edition,2021,23999.99999999999,Delhi,4709.0,1827.0,1435.0,59.0,15.330637790927133,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polo Comfortline 1.2L (D),2012,77999.99999999994,Raipur,4370.0,1775.0,1550.0,50.0,12.834681304952548,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.36190214923346,13.81,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Safari 2.2 EX 4x2,2013,71999.99999999996,Ahmedabad,4655.0,1965.0,1922.0,55.0,13.262125319779487,2179.000000000001,138.00000000000006,4000.0,320.0,1700.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Celerio ZXi [2017-2019],2017,23999.99999999999,Patna,3600.0,1600.0,1560.0,35.0,12.876462838967504,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Urban Cruiser Premium Grade AT,2021,7404.661098281211,Varanasi,3995.0,1790.0,1640.0,48.0,13.864300722133706,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,14.103649799670542,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2018,56000.000000000044,Hyderabad,3765.0,1660.0,1520.0,43.0,13.217673557208654,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
E-Class E 220d Exclusive [2019-2019],2021,7404.661098281211,Mumbai,5063.0,1860.0,1494.0,80.0,15.815638292924385,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
S-Class S 500,2011,71999.99999999996,Mumbai,5246.0,1899.0,1494.0,80.0,14.444119217386648,3165.290134357197,453.0000000000001,5250.0,685.0,1800.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
C-Class 220 CDI Sport,2012,73000.00000000003,Kanpur,4370.0,1775.0,1550.0,50.0,13.9108207377686,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 V MT,2010,73000.00000000003,Delhi,4420.0,1695.0,1480.0,42.0,12.502466658583977,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Alto VXi (O),2019,21999.999999999993,Ludhiana,3545.0,1491.0,1475.0,35.0,12.89921982609012,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Sport 2.0 4x4 AT,2021,18999.999999999985,Hyderabad,4903.0,1869.0,1837.0,80.0,15.226497531674536,1996.0000000000007,167.99999999999997,3500.0,420.0,2000.0,13.701192212433263,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Superb L&K TSI AT,2018,14119.999999999993,Pune,4861.0,1864.0,1483.0,66.0,14.669925886120343,1797.9999999999995,176.99999999999994,5100.0,250.0,1250.0,13.940173966008981,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Magna 1.2 Kappa2,2012,41200.0,Mumbai,3585.0,1595.0,1550.0,35.0,12.506177237980511,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Santa Fe 2WD AT [2014-2017],2014,87938.00000000001,Bangalore,4690.0,1880.0,1690.0,64.0,13.976778705560397,2199.0,194.00000000000003,3800.0,437.0,1800.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Fortuner 2.8 4x2 MT [2016-2020],2018,172999.9999999999,Bangalore,4795.0,1855.0,1835.0,80.0,14.994165554305921,2754.999999999999,174.0,3400.0,420.0,1600.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3-Series 320d Luxury Line [2014-2016],2014,103000.00000000001,Lucknow,4624.0,2031.0,1429.0,50.0,14.557447902693651,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES 300h Exquisite [2020-2021],2020,13999.999999999995,Delhi,4975.0,1865.0,1445.0,50.0,15.464169183551656,2486.999999999999,175.99999999999991,5700.0,221.0,3600.0,14.414617681160243,13.81,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Superb Style TSI AT,2017,52457.99999999998,Mumbai,4861.0,1864.0,1483.0,66.0,14.316285845876763,1797.9999999999995,176.99999999999994,5100.0,250.0,1250.0,13.940173966008981,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis VL AT Petrol,2019,39000.0,Ahmedabad,4620.0,1775.0,1475.0,55.0,14.328334184392938,1797.9999999999995,138.00000000000006,6400.0,173.0,4000.0,14.103649799670542,13.81,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Venue SX 1.4 CRDi,2021,37556.00000000001,Nashik,3995.0,1770.0,1605.0,45.0,13.976778705560397,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLC 220 d Progressive,2017,71999.99999999996,Faridabad,4656.0,1890.0,1639.0,66.0,15.068273526459642,2143.0000000000005,167.99999999999997,3000.0,400.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.5 E,2008,90000.00000000001,Varanasi,4555.0,1770.0,1755.0,55.0,11.982929094215963,2494.0000000000005,101.99999999999996,5600.0,200.0,3400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Alto 800 Std,2014,48000.00000000004,Ranchi,3395.0,1491.0,1475.0,35.0,12.100712129872347,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Diesel AT,2022,14999.99999999999,Delhi,3985.0,1820.0,1844.0,57.0,14.444119217386648,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Ciaz S 1.4 MT,2018,31000.000000000015,Kolkata,4490.0,1730.0,1485.0,43.0,13.279367126213993,1373.0,90.99999999999997,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VDI,2011,90000.00000000001,Chandigarh,3995.0,1695.0,1555.0,42.0,12.468436909997665,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift ZXi AMT [2018-2019],2018,8000.0000000000055,Mumbai,3840.0,1735.0,1530.0,37.0,13.45166712454693,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W10 AT,2016,104999.99999999997,Mumbai,4585.0,1890.0,1785.0,70.0,13.8104970111151,2179.000000000001,138.00000000000006,3750.0,330.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
City 1.5 V AT,2010,95000.00000000001,Gurgaon,4420.0,1695.0,1480.0,42.0,12.409013489526863,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
i20 Magna 1.2,2012,71999.99999999996,Mumbai,4370.0,1775.0,1550.0,50.0,12.429216196844383,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Alto VXi,2013,72599.99999999999,Panchkula,3620.0,1491.0,1460.0,35.0,12.363076394339839,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XF Prestige Diesel CBU,2019,13500.000000000004,Delhi,5067.0,2035.0,1457.0,66.0,15.137266397946593,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
E-Class E 200 Exclusive [2019-2019],2022,7404.661098281211,Noida,5063.0,1860.0,1494.0,80.0,15.775605342011543,1990.999999999999,194.00000000000003,5800.0,300.0,1600.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Delta 1.2,2018,31999.999999999993,Delhi,3995.0,1745.0,1500.0,37.0,13.38472764187182,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S4 1.99 [2016-2017],2017,55000.00000000004,Patna,4456.0,1820.0,1995.0,60.0,13.764217263576723,1997.0,119.99999999999997,4000.0,280.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Celerio VXi AMT,2014,60116.00000000002,Bangalore,3600.0,1600.0,1560.0,35.0,12.9384405392434,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX,2021,13999.999999999995,Chennai,4270.0,1780.0,1630.0,60.0,14.375126345899696,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta E Plus 1.6 Petrol,2018,34841.00000000003,Hyderabad,4270.0,1780.0,1665.0,55.0,13.864300722133706,1590.9999999999998,122.00000000000003,6400.0,151.0,4850.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.2,2017,41999.99999999999,Patna,3985.0,1734.0,1505.0,45.0,13.345506928718539,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glanza G,2021,11029.999999999996,Bangalore,3995.0,1745.0,1510.0,37.0,13.664687668229691,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,14.103649799670542,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Trend 1.5 Ti-VCT,2014,50000.000000000015,Delhi,3999.0,1765.0,1708.0,52.0,13.028052697933088,1499.0,108.99999999999997,6300.0,140.0,4400.0,13.701192212433263,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A4 2.0 TDI (143bhp),2014,14999.99999999999,Delhi,4701.0,1826.0,1427.0,63.0,14.269765830241871,1967.9999999999998,141.00000000000003,4200.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 530d M Sport [2013-2017],2013,80000.0,Delhi,4899.0,2035.0,1464.0,65.0,14.28551418721001,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TUV300 T6 Plus,2019,85640.99999999997,Bhopal,3995.0,1835.0,1839.0,60.0,13.652991628466498,1493.0,100.00000000000004,3750.0,240.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Santro Sportz [2018-2020],2022,7404.661098281211,Ludhiana,3610.0,1645.0,1560.0,35.0,13.151922179645874,1085.9999999999998,68.00000000000001,5500.0,99.0,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eeco 7 STR [2019-2020],2018,31999.999999999993,Udupi,3675.0,1491.0,1800.0,40.0,13.017002861746503,1195.9999999999998,72.99999999999999,6000.0,101.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Tiguan Highline TDI,2020,17903.999999999993,Mumbai,4486.0,1839.0,1672.0,71.0,14.91078394536687,1967.9999999999998,141.00000000000003,4000.0,340.0,1750.0,13.36190214923346,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City V CVT Petrol [2017-2019],2019,17999.999999999993,Delhi,4440.0,1695.0,1495.0,40.0,13.854731271117556,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cayenne Coupe Platinum Edition,2022,7404.661098281211,Mumbai,4931.0,1983.0,1676.0,75.0,16.600521800202614,2995.0,334.99999999999994,5300.0,450.0,1340.0,15.073386981633433,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Discovery HSE,2016,120000.00000000004,Delhi,4838.0,1915.0,1837.0,82.0,14.83975843134352,2993.0000000000027,245.0000000000001,4000.0,600.0,2000.0,15.278102064185989,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Swift LXi Special Edition,2019,10999.999999999993,Chennai,3840.0,1735.0,1530.0,37.0,13.458835614025542,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
