Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
3-Series 320d Prestige,2019,15500.00000000001,Delhi,4633.0,1811.0,1429.0,57.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza VDi (O) [2016-2018],2019,58000.00000000003,Mumbai,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F-Pace Prestige,2018,90867.99999999996,Chennai,4731.0,2035.0,1651.0,82.0,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Celerio VXi AMT,2015,70000.00000000001,Ahmedabad,3600.0,1600.0,1560.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VDI,2016,55353.000000000015,Kanpur,3995.0,1695.0,1555.0,42.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ciaz S 1.4 MT,2018,31000.000000000015,Kolkata,4490.0,1730.0,1485.0,43.0,1373.0,90.99999999999997,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Venue S 1.0 AT Petrol [2019-2020],2019,43600.00000000004,Allahabad,3995.0,1770.0,1605.0,45.0,998.0000000000002,118.00000000000004,6000.0,172.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B-class B180 Sports,2013,52000.000000000044,Delhi,4359.0,2010.0,1557.0,50.0,1594.9999999999998,119.99999999999997,5000.0,200.0,1250.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire VDI,2014,89000.00000000004,Lucknow,3995.0,1695.0,1555.0,42.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evoque HSE Dynamic,2015,50622.999999999956,Kolkata,4465.0,1900.0,1635.0,57.0,2179.000000000001,188.0,3500.0,420.0,1750.0,15.278102064185989,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ertiga VXI CNG,2021,38000.000000000015,Delhi,4296.0,1695.0,1685.0,45.0,1373.0,94.0,6000.0,130.0,4000.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],2014,61866.000000000044,Thane,3765.0,1660.0,1520.0,43.0,1196.9999999999995,79.0,6000.0,112.0,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLE 350 d,2018,28000.00000000002,Delhi,4819.0,2035.0,1796.0,93.0,2987.000000000002,254.99999999999991,3400.0,620.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vento Comfortline Petrol,2013,58000.00000000003,Chandigarh,4384.0,1699.0,1466.0,55.0,1598.0,103.00000000000001,5250.0,153.0,3800.0,13.36190214923346,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift VXi,2011,68999.99999999997,Hyderabad,3850.0,1695.0,1530.0,42.0,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio VLX 2WD Airbag BS-IV,2011,95000.00000000001,Chandigarh,4430.0,1817.0,1975.0,60.0,2179.000000000001,119.99999999999997,4000.0,290.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Q5 2.0 TDI quattro Premium,2014,77999.99999999994,Ahmedabad,4629.0,1898.0,1653.0,75.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E-Class E200,2011,64999.999999999956,Mumbai,4879.0,1854.0,1474.0,80.0,1990.999999999999,184.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ertiga VXI,2017,70999.99999999994,Delhi,4296.0,1695.0,1685.0,45.0,1373.0,94.0,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Alto 800 Lxi,2016,52303.00000000004,Bhopal,3395.0,1491.0,1475.0,35.0,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Wagon R VXI,2018,66793.99999999997,Kolkata,3599.0,1495.0,1700.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Discovery HSE,2016,120000.00000000004,Delhi,4838.0,1915.0,1837.0,82.0,2993.0000000000027,245.0000000000001,4000.0,600.0,2000.0,15.278102064185989,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,57846.99999999997,Bangalore,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 d Sport,2016,58000.00000000003,Lucknow,4424.0,1804.0,1494.0,50.0,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q3 35 TDI quattro Premium Plus,2018,38000.000000000015,Delhi,4385.0,1831.0,1608.0,64.0,1967.9999999999998,184.00000000000006,3500.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A3 35 TDI Premium Plus,2014,85899.99999999993,Agra,4456.0,1796.0,1416.0,50.0,1967.9999999999998,141.00000000000003,3500.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus AT Petrol,2017,39000.0,Hyderabad,4270.0,1780.0,1630.0,60.0,1590.9999999999998,122.00000000000003,6400.0,154.0,4850.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Brio E MT,2016,35133.99999999997,Delhi,3610.0,1680.0,1500.0,35.0,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SX4 VXi,2010,63999.99999999997,Delhi,4490.0,1735.0,1560.0,50.0,1585.9999999999995,101.99999999999996,5500.0,145.0,4200.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class C 200 Avantgarde,2015,31000.000000000015,Mumbai,4686.0,1810.0,1442.0,66.0,1990.999999999999,181.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 520d Luxury Line [2017-2019],2018,60474.00000000004,Coimbatore,4936.0,1868.0,1479.0,65.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TUV300 T8,2016,92000.00000000007,Kanpur,3995.0,1835.0,1839.0,60.0,1493.0,83.99999999999999,3750.0,230.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Kwid RXL [2015-2019],2018,34799.99999999998,Jamshedpur,3679.0,1579.0,1478.0,28.0,925.1908124790585,53.00000000000001,5678.0,72.0,4386.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Zeta 1.2,2021,8499.000000000005,Thane,3995.0,1745.0,1500.0,37.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna EX 1.6 CRDi [2017-2018],2013,86999.99999999994,Ludhiana,4440.0,1729.0,1475.0,45.0,1581.9999999999993,126.0,4000.0,260.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nano Base,2010,60000.000000000015,Gurgaon,3099.0,1495.0,1652.0,15.0,925.1908124790585,34.99999999999999,5250.0,48.0,3000.0,13.539726337744348,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Eon Era +,2018,50999.999999999985,Kanpur,3495.0,1550.0,1500.0,32.0,925.1908124790585,55.000000000000014,5500.0,75.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritz Vxi (ABS) BS-IV,2014,79000.00000000006,Faridabad,3775.0,1680.0,1620.0,43.0,1196.9999999999995,85.00000000000001,6000.0,113.0,4500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fortuner 2.8 4x2 MT [2016-2020],2018,172999.9999999999,Bangalore,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,420.0,1600.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Baleno Sigma 1.2,2016,53000.00000000002,Jalandhar,3995.0,1745.0,1500.0,37.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Safari XZ Plus,2021,28000.00000000002,Gorakhpur,4661.0,1894.0,1786.0,50.0,1955.9999999999993,167.99999999999997,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
XC40 T4 R-Design,2020,16519.000000000015,Mumbai,4425.0,1863.0,1652.0,54.0,1969.0,187.00000000000003,5000.0,300.0,1300.0,14.426292544644863,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Swift DZire VXI,2015,52000.000000000044,Roorkee,3995.0,1695.0,1555.0,42.0,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 CDI Style,2015,99000.00000000004,Chennai,4417.0,1804.0,1494.0,50.0,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yaris V CVT,2019,40900.00000000001,Pune,4425.0,1730.0,1495.0,42.0,1495.9999999999993,105.99999999999997,6000.0,140.0,4200.0,14.103649799670542,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Brio V MT,2014,39276.00000000002,Mumbai,3610.0,1680.0,1500.0,35.0,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 2.8 4x2 AT [2016-2020],2020,50000.000000000015,Mumbai,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Q3 35 TDI Premium + Sunroof,2015,60000.000000000015,Delhi,4385.0,1831.0,1608.0,64.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A6 2.0 TDI Premium Plus,2014,19868.00000000001,Delhi,4915.0,1874.0,1455.0,65.0,1967.9999999999998,176.99999999999994,3750.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hector Plus Sharp 1.5 DCT Petrol,2020,28583.999999999996,Hyderabad,4720.0,1835.0,1760.0,60.0,1451.0,141.00000000000003,5000.0,250.0,1600.0,14.235879202727373,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Baleno Alpha 1.3,2017,48000.00000000004,Delhi,3995.0,1745.0,1500.0,37.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A-Class A 180 Sport Petrol,2014,80000.0,Bangalore,4292.0,1780.0,1433.0,50.0,1594.9999999999998,121.00000000000003,5000.0,200.0,1250.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Harrier XZ,2020,14400.00000000001,Ahmedabad,4598.0,1894.0,1706.0,50.0,1955.9999999999993,167.99999999999997,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A6 35 TDI Matrix,2019,33999.99999999999,Ghaziabad,4933.0,1874.0,1455.0,75.0,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.0 V,2013,82000.0,Varanasi,4555.0,1770.0,1755.0,55.0,1997.999999999999,136.00000000000006,5600.0,182.0,4000.0,14.103649799670542,13.81,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
X3 xDrive 20d Luxury Line [2018-2020],2021,17999.999999999993,Delhi,4657.0,1881.0,1678.0,67.0,1995.0000000000007,190.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrano XV D THP 110 PS,2016,76584.0,Mumbai,4331.0,1822.0,1671.0,50.0,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.343536423603807,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Active 1.4 S,2016,70500.0,Jamshedpur,3995.0,1760.0,1555.0,45.0,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLE 43 4MATIC [2017-2019],2018,25274.999999999978,Hyderabad,4891.0,2003.0,1719.0,93.0,2996.0000000000023,362.00000000000017,5500.0,520.0,2000.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Era 1.1 iRDE2 [2010-2017],2012,25999.999999999985,Dehradun,3585.0,1595.0,1550.0,35.0,1085.9999999999998,68.00000000000001,5500.0,99.08,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harrier XZ [2019-2020],2019,20856.000000000015,Bangalore,4598.0,1894.0,1706.0,50.0,1955.9999999999993,138.00000000000006,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Class Maybach S 500,2016,26999.999999999978,Delhi,5453.0,1899.0,1498.0,70.0,3165.290134357197,453.0000000000001,5250.0,685.0,1800.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Figo Titanium1.5 TDCi,2019,71569.0,Lucknow,3886.0,1695.0,1525.0,40.0,1497.9999999999998,98.99999999999999,3750.0,215.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q7 45 TDI Premium Plus,2016,64999.999999999956,Pune,5052.0,1968.0,1740.0,75.0,2966.9999999999995,245.0000000000001,2910.0,600.0,1500.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
WR-V VX MT Petrol,2018,41999.99999999999,Chennai,3999.0,1734.0,1601.0,40.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Magna 1.2 Kappa2,2012,41200.0,Mumbai,3585.0,1595.0,1550.0,35.0,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi,2012,37000.00000000001,Kolkata,3620.0,1491.0,1460.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Rapid Ambition 1.6 TDI CR MT,2016,124000.00000000007,Coimbatore,4386.0,1699.0,1466.0,55.0,1598.0,104.99999999999997,4400.0,250.0,2500.0,13.940173966008981,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Eeco 5 STR WITH A/C+HTR [2019-2020],2020,41441.00000000002,Bangalore,3675.0,1491.0,1800.0,40.0,1195.9999999999998,72.99999999999999,6000.0,101.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
X4 xDrive30d M Sport X [2019-2020],2021,24499.99999999998,Mumbai,4752.0,1918.0,1621.0,68.0,2993.0000000000027,259.99999999999994,4000.0,620.0,2000.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
A6 2.0 TDI Premium,2014,75000.00000000004,Ahmedabad,4915.0,1874.0,1455.0,65.0,1967.9999999999998,176.99999999999994,3750.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Octavia Style 1.8 TSI AT,2015,94579.99999999994,Kanpur,4659.0,1814.0,1476.0,50.0,1797.9999999999995,176.99999999999994,4500.0,250.0,1250.0,13.940173966008981,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX Opt AT,2014,72900.0,Mumbai,4370.0,1700.0,1475.0,43.0,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Innova 2.4 VX 8 STR [2016-2020],2019,28000.00000000002,Pune,4735.0,1830.0,1795.0,55.0,2392.999999999999,147.99999999999994,3400.0,343.0,1400.0,14.103649799670542,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Innova 2.8 ZX AT 7 STR [2016-2020],2018,40000.0,Ludhiana,4735.0,1830.0,1795.0,55.0,2754.999999999999,171.99999999999994,3400.0,360.0,1200.0,14.103649799670542,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
WR-V VX MT Petrol,2017,39000.0,Guwahati,3999.0,1734.0,1601.0,40.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Polo Comfortline 1.2L (P),2016,52599.99999999998,Varanasi,3971.0,1682.0,1469.0,45.0,1198.0,74.00000000000003,5400.0,110.0,3750.0,13.36190214923346,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid RXT [2015-2019],2016,63999.99999999997,Mohali,3679.0,1579.0,1478.0,28.0,925.1908124790585,53.00000000000001,5678.0,72.0,4386.0,13.085894547754995,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GL-Class 350 CDI,2013,107020.99999999996,Delhi,5120.0,1934.0,1850.0,100.0,2987.000000000002,258.0,3600.0,619.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Alto VXi,2012,54000.00000000001,Bangalore,3620.0,1491.0,1460.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E-Class E250 CDI BlueEfficiency,2011,84999.99999999996,Mohali,4868.0,1854.0,1471.0,90.0,2143.0000000000005,202.99999999999997,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M-Class ML 350 CDI,2014,64999.999999999956,Chandigarh,4804.0,2035.0,1796.0,70.0,2997.0000000000023,254.0,3600.0,619.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Baleno Sigma 1.2,2017,61517.999999999956,Noida,3995.0,1745.0,1500.0,37.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Duster RXS 1.5 Petrol MT,2020,23499.999999999978,Chennai,4360.0,1822.0,1695.0,50.0,1497.9999999999998,104.99999999999997,5600.0,142.0,4000.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Celerio LXi,2015,25861.99999999998,Kolkata,3600.0,1600.0,1560.0,35.0,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Trend 2.2 4x2 AT,2016,75000.00000000004,Mohali,4892.0,1860.0,1837.0,80.0,2197.9999999999995,158.00000000000003,3200.0,385.0,1600.0,13.701192212433263,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
S-Cross Delta 1.6,2017,62999.99999999995,Delhi,4300.0,1765.0,1590.0,48.0,1598.0,118.00000000000004,3750.0,320.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 520d Sedan,2013,121000.00000000003,Kanpur,4899.0,2035.0,1464.0,50.0,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna 1.6 CRDI SX (O),2018,96999.99999999999,Jaipur,4375.0,1700.0,1475.0,43.0,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift LXi,2016,53807.00000000004,Gurgaon,3850.0,1695.0,1530.0,42.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.5 SX i-DTEC,2013,72566.99999999994,Samastipur,3990.0,1680.0,1505.0,35.0,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Compass Sport 1.4 Petrol,2021,25700.00000000002,Karnal,4395.0,1818.0,1640.0,60.0,1367.9999999999998,159.99999999999994,5500.0,250.0,2500.0,14.252383454646322,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Wagon R LXI CNG,2016,67850.00000000006,Mumbai,3599.0,1495.0,1700.0,35.0,998.0000000000002,57.999999999999986,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A6 35 TDI Matrix,2017,16999.99999999999,Delhi,4933.0,1874.0,1455.0,75.0,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritz VXI BS-IV,2011,58888.00000000001,Delhi,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Innova 2.4 VX 8 STR [2016-2020],2018,35123.00000000001,Patna,4735.0,1830.0,1795.0,55.0,2392.999999999999,147.99999999999994,3400.0,343.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Eeco 5 STR WITH A/C+HTR CNG [2017-2019],2021,7404.661098281211,Mumbai,3675.0,1491.0,1800.0,40.0,1195.9999999999998,72.99999999999999,6000.0,101.0,3000.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Q7 Technology 55 TFSI,2022,7404.661098281211,Delhi,5064.0,1970.0,1703.0,85.0,2995.0,334.99999999999994,5200.0,500.0,1370.0,14.645617786857711,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Tigor EV XZ Plus,2021,7404.661098281211,Hyderabad,3993.0,1677.0,1532.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.539726337744348,13.81,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kodiaq Style 2.0 TDI 4x4 AT,2018,103000.00000000001,Delhi,4697.0,1882.0,1665.0,63.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.940173966008981,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2 Series Gran Coupe 220d M Sport [2020-2021],2020,12136.0,Hyderabad,4526.0,1800.0,1420.0,50.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
XUV300 W8 (O) 1.5 Diesel,2020,31347.999999999985,Bangalore,3995.0,1821.0,1627.0,42.0,1497.0000000000007,115.00000000000001,3750.0,300.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
